GAMMA         0    0    019764  2.0-8.00 8.00    k-list generated by XCrySDen
              3    0    019764  2.0
              6    0    019764  2.0
              9    0    019764  2.0
             12    0    019764  2.0
             15    0    019764  2.0
             18    0    019764  2.0
             21    0    019764  2.0
             24    0    019764  2.0
             27    0    019764  2.0
             30    0    019764  2.0
             33    0    019764  2.0
             36    0    019764  2.0
             39    0    019764  2.0
             42    0    019764  2.0
             45    0    019764  2.0
             48    0    019764  2.0
             51    0    019764  2.0
             54    0    019764  2.0
             57    0    019764  2.0
             60    0    019764  2.0
             63    0    019764  2.0
             66    0    019764  2.0
             69    0    019764  2.0
             72    0    019764  2.0
             75    0    019764  2.0
             78    0    019764  2.0
             81    0    019764  2.0
             84    0    019764  2.0
             87    0    019764  2.0
             90    0    019764  2.0
             93    0    019764  2.0
             96    0    019764  2.0
             99    0    019764  2.0
            102    0    019764  2.0
            105    0    019764  2.0
            108    0    019764  2.0
            111    0    019764  2.0
            114    0    019764  2.0
            117    0    019764  2.0
            120    0    019764  2.0
            123    0    019764  2.0
            126    0    019764  2.0
            129    0    019764  2.0
            132    0    019764  2.0
            135    0    019764  2.0
            138    0    019764  2.0
            141    0    019764  2.0
            144    0    019764  2.0
            147    0    019764  2.0
            150    0    019764  2.0
            153    0    019764  2.0
            156    0    019764  2.0
            159    0    019764  2.0
            162    0    019764  2.0
            165    0    019764  2.0
            168    0    019764  2.0
            171    0    019764  2.0
            174    0    019764  2.0
            177    0    019764  2.0
            180    0    019764  2.0
            183    0    019764  2.0
            186    0    019764  2.0
            189    0    019764  2.0
            192    0    019764  2.0
            195    0    019764  2.0
            198    0    019764  2.0
            201    0    019764  2.0
            204    0    019764  2.0
            207    0    019764  2.0
            210    0    019764  2.0
            213    0    019764  2.0
            216    0    019764  2.0
            219    0    019764  2.0
            222    0    019764  2.0
            225    0    019764  2.0
            228    0    019764  2.0
            231    0    019764  2.0
            234    0    019764  2.0
            237    0    019764  2.0
            240    0    019764  2.0
            243    0    019764  2.0
            246    0    019764  2.0
            249    0    019764  2.0
            252    0    019764  2.0
            255    0    019764  2.0
            258    0    019764  2.0
            261    0    019764  2.0
            264    0    019764  2.0
            267    0    019764  2.0
            270    0    019764  2.0
            273    0    019764  2.0
            276    0    019764  2.0
            279    0    019764  2.0
            282    0    019764  2.0
            285    0    019764  2.0
            288    0    019764  2.0
            291    0    019764  2.0
            294    0    019764  2.0
            297    0    019764  2.0
            300    0    019764  2.0
            303    0    019764  2.0
            306    0    019764  2.0
            309    0    019764  2.0
            312    0    019764  2.0
            315    0    019764  2.0
            318    0    019764  2.0
            321    0    019764  2.0
            324    0    019764  2.0
            327    0    019764  2.0
            330    0    019764  2.0
            333    0    019764  2.0
            336    0    019764  2.0
            339    0    019764  2.0
            342    0    019764  2.0
            345    0    019764  2.0
            348    0    019764  2.0
            351    0    019764  2.0
            354    0    019764  2.0
            357    0    019764  2.0
            360    0    019764  2.0
            363    0    019764  2.0
            366    0    019764  2.0
            369    0    019764  2.0
            372    0    019764  2.0
            375    0    019764  2.0
            378    0    019764  2.0
            381    0    019764  2.0
            384    0    019764  2.0
            387    0    019764  2.0
            390    0    019764  2.0
            393    0    019764  2.0
            396    0    019764  2.0
            399    0    019764  2.0
            402    0    019764  2.0
            405    0    019764  2.0
            408    0    019764  2.0
            411    0    019764  2.0
            414    0    019764  2.0
            417    0    019764  2.0
            420    0    019764  2.0
            423    0    019764  2.0
            426    0    019764  2.0
            429    0    019764  2.0
            432    0    019764  2.0
            435    0    019764  2.0
            438    0    019764  2.0
            441    0    019764  2.0
            444    0    019764  2.0
            447    0    019764  2.0
            450    0    019764  2.0
            453    0    019764  2.0
            456    0    019764  2.0
            459    0    019764  2.0
            462    0    019764  2.0
            465    0    019764  2.0
            468    0    019764  2.0
            471    0    019764  2.0
            474    0    019764  2.0
            477    0    019764  2.0
            480    0    019764  2.0
            483    0    019764  2.0
            486    0    019764  2.0
            489    0    019764  2.0
            492    0    019764  2.0
            495    0    019764  2.0
            498    0    019764  2.0
            501    0    019764  2.0
            504    0    019764  2.0
            507    0    019764  2.0
            510    0    019764  2.0
            513    0    019764  2.0
            516    0    019764  2.0
            519    0    019764  2.0
            522    0    019764  2.0
            525    0    019764  2.0
            528    0    019764  2.0
            531    0    019764  2.0
            534    0    019764  2.0
            537    0    019764  2.0
            540    0    019764  2.0
            543    0    019764  2.0
            546    0    019764  2.0
            549    0    019764  2.0
            552    0    019764  2.0
            555    0    019764  2.0
            558    0    019764  2.0
            561    0    019764  2.0
            564    0    019764  2.0
            567    0    019764  2.0
