-8.000000 -0.194154 -0.0028952 -0.194089 -0.0030404 -0.194154 -0.0028952 -0.194089 -0.0030404
-7.960000 -0.194648 -0.0031497 -0.194581 -0.003297 -0.194648 -0.0031497 -0.194581 -0.003297
-7.920000 -0.195343 -0.0034053 -0.195275 -0.0035537 -0.195343 -0.0034053 -0.195275 -0.0035537
-7.880000 -0.195839 -0.0036805 -0.19577 -0.0038276 -0.195839 -0.0036805 -0.19577 -0.0038276
-7.840000 -0.196549 -0.003959 -0.196482 -0.0041037 -0.196549 -0.003959 -0.196482 -0.0041037
-7.800000 -0.197046 -0.004252 -0.196976 -0.0044042 -0.197046 -0.004252 -0.196976 -0.0044042
-7.760000 -0.197774 -0.0045505 -0.197703 -0.0046989 -0.197774 -0.0045505 -0.197703 -0.0046989
-7.720000 -0.198271 -0.0048689 -0.198198 -0.005021 -0.198271 -0.0048689 -0.198198 -0.005021
-7.680000 -0.199016 -0.0051871 -0.198942 -0.0053379 -0.199016 -0.0051871 -0.198942 -0.0053379
-7.640000 -0.199512 -0.0055334 -0.199437 -0.0056837 -0.199512 -0.0055334 -0.199437 -0.0056837
-7.600000 -0.200272 -0.0058784 -0.200197 -0.0060272 -0.200272 -0.0058784 -0.200197 -0.0060272
-7.560000 -0.200766 -0.0062466 -0.20069 -0.0063966 -0.200766 -0.0062466 -0.20069 -0.0063966
-7.520000 -0.201545 -0.0066161 -0.201466 -0.0067675 -0.201545 -0.0066161 -0.201466 -0.0067675
-7.480000 -0.202033 -0.0070163 -0.201957 -0.0071609 -0.202033 -0.0070163 -0.201957 -0.0071609
-7.440000 -0.202827 -0.0074116 -0.202751 -0.0075606 -0.202827 -0.0074116 -0.202751 -0.0075606
-7.400000 -0.203311 -0.0078389 -0.203234 -0.007987 -0.203311 -0.0078389 -0.203234 -0.007987
-7.360000 -0.204122 -0.0082635 -0.204042 -0.0084135 -0.204122 -0.0082635 -0.204042 -0.0084135
-7.320000 -0.204598 -0.0087224 -0.204518 -0.0088686 -0.204598 -0.0087224 -0.204518 -0.0088686
-7.280000 -0.205425 -0.0091768 -0.205345 -0.0093213 -0.205425 -0.0091768 -0.205345 -0.0093213
-7.240000 -0.205892 -0.0096695 -0.205812 -0.0098113 -0.205892 -0.0096695 -0.205812 -0.0098113
-7.200000 -0.206734 -0.0101546 -0.206654 -0.0102982 -0.206734 -0.0101546 -0.206654 -0.0102982
-7.160000 -0.20719 -0.0106826 -0.207109 -0.0108229 -0.20719 -0.0106826 -0.207109 -0.0108229
-7.120000 -0.208048 -0.0111972 -0.207967 -0.011336 -0.208048 -0.0111972 -0.207967 -0.011336
-7.080000 -0.20849 -0.0117639 -0.208408 -0.011903 -0.20849 -0.0117639 -0.208408 -0.011903
-7.040000 -0.209364 -0.0123123 -0.209277 -0.0124536 -0.209364 -0.0123123 -0.209277 -0.0124536
-7.000000 -0.20979 -0.0129186 -0.209704 -0.0130499 -0.20979 -0.0129186 -0.209704 -0.0130499
-6.960000 -0.210677 -0.0135038 -0.210593 -0.0136275 -0.210677 -0.0135038 -0.210593 -0.0136275
-6.920000 -0.211084 -0.0141502 -0.211 -0.0142781 -0.211084 -0.0141502 -0.211 -0.0142781
-6.880000 -0.211985 -0.0147675 -0.211902 -0.0148816 -0.211985 -0.0147675 -0.211902 -0.0148816
-6.840000 -0.212374 -0.0154573 -0.212293 -0.0155769 -0.212374 -0.0154573 -0.212293 -0.0155769
-6.800000 -0.213288 -0.0161138 -0.213206 -0.0162291 -0.213288 -0.0161138 -0.213206 -0.0162291
-6.760000 -0.213653 -0.0168507 -0.213571 -0.0169647 -0.213653 -0.0168507 -0.213571 -0.0169647
-6.720000 -0.214579 -0.0175434 -0.214494 -0.0176523 -0.214579 -0.0175434 -0.214494 -0.0176523
-6.680000 -0.214917 -0.0183301 -0.214837 -0.0184264 -0.214917 -0.0183301 -0.214837 -0.0184264
-6.640000 -0.215855 -0.019059 -0.215777 -0.0191538 -0.215855 -0.019059 -0.215777 -0.0191538
-6.600000 -0.216164 -0.0198973 -0.21609 -0.0199869 -0.216164 -0.0198973 -0.21609 -0.0199869
-6.560000 -0.217112 -0.0206648 -0.217037 -0.0207547 -0.217112 -0.0206648 -0.217037 -0.0207547
-6.520000 -0.217389 -0.0215556 -0.217316 -0.0216377 -0.217389 -0.0215556 -0.217316 -0.0216377
-6.480000 -0.218345 -0.0223615 -0.218272 -0.0224361 -0.218345 -0.0223615 -0.218272 -0.0224361
-6.440000 -0.21859 -0.0233044 -0.218524 -0.0233699 -0.21859 -0.0233044 -0.218524 -0.0233699
-6.400000 -0.219557 -0.0241482 -0.219491 -0.024216 -0.219557 -0.0241482 -0.219491 -0.024216
-6.360000 -0.219764 -0.0251543 -0.219702 -0.0252085 -0.219764 -0.0251543 -0.219702 -0.0252085
-6.320000 -0.220736 -0.0260356 -0.220675 -0.0260881 -0.220736 -0.0260356 -0.220675 -0.0260881
-6.280000 -0.220904 -0.0270987 -0.220849 -0.0271383 -0.220904 -0.0270987 -0.220849 -0.0271383
-6.240000 -0.221882 -0.0280224 -0.221829 -0.0280534 -0.221882 -0.0280224 -0.221829 -0.0280534
-6.200000 -0.222009 -0.0291413 -0.221964 -0.0291644 -0.222009 -0.0291413 -0.221964 -0.0291644
-6.160000 -0.222994 -0.0301015 -0.222952 -0.0301216 -0.222994 -0.0301015 -0.222952 -0.0301216
-6.120000 -0.223078 -0.0312866 -0.223042 -0.0312946 -0.223078 -0.0312866 -0.223042 -0.0312946
