GAMMA         0    0    0  258  2.0-8.00 8.00    k-list generated by XCrySDen
             61   28   75  150  2.0
             60   30   75  150  2.0
             59   32   75  150  2.0
             58   34   75  150  2.0
             57   36   75  150  2.0
             56   38   75  150  2.0
             55   40   75  150  2.0
             54   42   75  150  2.0
             53   44   75  150  2.0
             52   46   75  150  2.0
             51   48   75  150  2.0
H           100  100  150  300  2.0
             98   98  150  300  2.0
             96   96  150  300  2.0
             94   94  150  300  2.0
             92   92  150  300  2.0
             90   90  150  300  2.0
             88   88  150  300  2.0
             86   86  150  300  2.0
             84   84  150  300  2.0
             82   82  150  300  2.0
             80   80  150  300  2.0
             78   78  150  300  2.0
             76   76  150  300  2.0
             74   74  150  300  2.0
             72   72  150  300  2.0
             70   70  150  300  2.0
             68   68  150  300  2.0
             66   66  150  300  2.0
             64   64  150  300  2.0
             62   62  150  300  2.0
             60   60  150  300  2.0
             58   58  150  300  2.0
             56   56  150  300  2.0
             54   54  150  300  2.0
             52   52  150  300  2.0
             50   50  150  300  2.0
             48   48  150  300  2.0
             46   46  150  300  2.0
             44   44  150  300  2.0
             42   42  150  300  2.0
             40   40  150  300  2.0
             38   38  150  300  2.0
             36   36  150  300  2.0
             34   34  150  300  2.0
             32   32  150  300  2.0
             30   30  150  300  2.0
             28   28  150  300  2.0
             26   26  150  300  2.0
             24   24  150  300  2.0
             22   22  150  300  2.0
             20   20  150  300  2.0
             18   18  150  300  2.0
             16   16  150  300  2.0
             14   14  150  300  2.0
             12   12  150  300  2.0
             10   10  150  300  2.0
              8    8  150  300  2.0
              6    6  150  300  2.0
              4    4  150  300  2.0
              2    2  150  300  2.0
A             0    0  150  300  2.0
